潮汕,#genre#
CCTV11,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV11,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV11,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000497/index.m3u8?IAS
CCTV11,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000302/index.m3u8?IAS
CCTV11,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000302/index.m3u8?IAS
CCTV12,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000303/index.m3u8?IAS
CCTV12,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS
CCTV12,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000303/index.m3u8?IAS
CCTV12,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS
CCTV12,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000303/index.m3u8?IAS
CCTV12,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000303/index.m3u8?IAS
